Año del Accidente,Mes del Accidente,Día del Accidente,Hora del Día,Día de la Semana,Ciudad o Municipio,Accidente: Intersección,Accidente: Fuga,Condiciones de Iluminación,Condiciones Climáticas (2016+),Límite de Velocidad en el Lugar del Accidente,Peor Lesión en el Accidente,Tipo de Parte,Edad de la Persona,Género de la Persona
2015,May,17,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,15,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,May,17,7:00 AM - 8:00 AM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,May,17,11:00 PM - 12:00 midnight,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,July,17,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,34,Femenino
2015,July,17,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Accidente en intersección,Fuga,Dark unlighted,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,August,17,1:00 PM - 2:00 PM,Monday,Wayne County: Grosse Pointe Park,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,66,Femenino
2015,August,17,7:00 PM - 8:00 PM,Monday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,45,Masculino
2015,August,17,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Fatal injury (K),Conductor de vehículo motorizado,28,Masculino
2015,August,17,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Fatal injury (K),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,17,5:00 PM - 6:00 PM,Jueves,Wayne County: Canton Twp.,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,71,Femenino
2015,September,17,6:00 PM - 7:00 PM,Jueves,Wayne County: Lincoln Park,Accidente en intersección,Fuga,Luz del día,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,34,Masculino
2015,October,17,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,25,Masculino
2015,October,17,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,40,Femenino
2015,November,17,5:00 PM - 6:00 PM,Tuesday,Wayne County: Redford Twp.,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,45,Fatal injury (K),Conductor de vehículo motorizado,27,Femenino
2015,November,17,8:00 PM - 9:00 PM,Tuesday,Wayne County: Lincoln Park,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,19,Masculino
2015,November,17,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,50,Masculino
2015,November,17,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Lesión grave sospechada (A),Conductor de vehículo motorizado,45,Masculino
2015,December,17,7:00 PM - 8:00 PM,Jueves,Wayne County: Romulus,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,31,Masculino
2015,December,17,7:00 PM - 8:00 PM,Jueves,Wayne County: Romulus,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,79,Masculino
2015,December,17,10:00 PM - 11:00 PM,Jueves,Wayne County: Lincoln Park,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,18,6:00 AM - 7:00 AM,Sunday,Wayne County: Redford Twp.,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,18,11:00 AM - 12:00 noon,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,85,Masculino
2015,January,18,11:00 AM - 12:00 noon,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,Femenino
2015,January,18,9:00 PM - 10:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Dark unlighted,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Febrero,18,4:00 PM - 5:00 PM,Wednesday,Wayne County: Dearborn,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,69,Femenino
2015,Febrero,18,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,Febrero,18,2:00 PM - 3:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Femenino
2015,Marzo,18,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,41,Masculino
2015,April,18,4:00 PM - 5:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,54,Masculino
2015,May,18,2:00 AM - 3:00 AM,Monday,Wayne County: Allen Park,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,70,Lesión grave sospechada (A),Conductor de vehículo motorizado,57,Masculino
2015,May,18,2:00 AM - 3:00 AM,Monday,Wayne County: Allen Park,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,70,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,June,18,9:00 AM - 10:00 AM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,August,18,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Fuga,Dusk,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,18,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,61,Femenino
2015,October,18,8:00 PM - 9:00 PM,Sunday,Wayne County: Westland,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,55,Masculino
2015,November,18,6:00 PM - 7:00 PM,Wednesday,Wayne County: Wyandotte,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,November,18,6:00 AM - 7:00 AM,Wednesday,Wayne County: Dearborn,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,50,Femenino
2015,December,18,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,January,19,6:00 AM - 7:00 AM,Monday,Wayne County: Livonia,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,61,Femenino
2015,Febrero,19,9:00 AM - 10:00 AM,Jueves,Wayne County: Romulus,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,50,Sin lesión (O),Conductor de vehículo motorizado,42,Femenino
2015,Febrero,19,10:00 AM - 11:00 AM,Jueves,Wayne County: Dearborn Heights,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,74,Masculino
2015,April,19,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,63,Masculino
2015,May,19,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,May,19,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,May,19,10:00 AM - 11:00 AM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,30,Masculino
2015,May,19,10:00 AM - 11:00 AM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,48,Femenino
2015,June,19,12:00 noon - 1:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,15,Lesión posible (C),Conductor de vehículo motorizado,93,Masculino
2015,June,19,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dusk,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,37,Masculino
2015,June,19,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,19,9:00 PM - 10:00 PM,Saturday,Wayne County: Redford Twp.,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,61,Femenino
2015,September,19,1:00 AM - 2:00 AM,Saturday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Lesión grave sospechada (A),Conductor de vehículo motorizado,43,Femenino
2015,September,19,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,54,Masculino
2015,September,19,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,19,3:00 AM - 4:00 AM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Other / unknown,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,25,Masculino
2015,October,19,6:00 AM - 7:00 AM,Monday,Wayne County: Highland Park,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,47,Masculino
2015,October,19,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,November,19,4:00 PM - 5:00 PM,Jueves,Wayne County: Dearborn Heights,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,57,Masculino
2015,November,19,5:00 AM - 6:00 AM,Jueves,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,50,Masculino
2015,December,19,2:00 PM - 3:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,20,5:00 AM - 6:00 AM,Tuesday,Wayne County: Canton Twp.,Accidente fuera de intersección,Fuga,Dark unlighted,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,28,Masculino
2015,January,20,5:00 PM - 6:00 PM,Tuesday,Wayne County: Highland Park,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,27,Femenino
2015,January,20,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dark unlighted,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,62,Femenino
2015,Marzo,20,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,49,Masculino
2015,Marzo,20,2:00 AM - 3:00 AM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,April,20,2:00 PM - 3:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,May,20,1:00 PM - 2:00 PM,Wednesday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,82,Masculino
2015,June,20,7:00 PM - 8:00 PM,Saturday,Wayne County: Canton Twp.,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Lesión menor sospechada (B),Conductor de vehículo motorizado,16,Masculino
2015,June,20,8:00 PM - 9:00 PM,Saturday,Wayne County: Westland,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Fatal injury (K),Conductor de vehículo motorizado,38,Femenino
2015,June,20,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,28,Femenino
2015,June,20,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,July,20,3:00 PM - 4:00 PM,Monday,Wayne County: Lincoln Park,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,38,Masculino
2015,July,20,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,42,Masculino
2015,August,20,6:00 PM - 7:00 PM,Jueves,Wayne County: Inkster,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,40,Lesión menor sospechada (B),Conductor de vehículo motorizado,22,Femenino
2015,September,20,12:00 midnight - 1:00 AM,Sunday,Wayne County: Redford Twp.,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,20,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,Femenino
2015,October,20,8:00 AM - 9:00 AM,Tuesday,Wayne County: Hamtramck,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,32,Femenino
2015,October,20,6:00 PM - 7:00 PM,Tuesday,Wayne County: Westland,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,56,Femenino
2015,October,20,10:00 PM - 11:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,November,20,1:00 PM - 2:00 PM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,22,Masculino
2015,November,20,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,November,20,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Accidente en intersección,Fuga,Luz del día,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,December,20,9:00 PM - 10:00 PM,Sunday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,21,Femenino
2015,January,21,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Febrero,21,12:00 noon - 1:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,37,Masculino
2015,Febrero,21,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,32,Masculino
2015,Febrero,21,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,50,Masculino
2015,Febrero,21,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,Febrero,21,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,Marzo,21,10:00 PM - 11:00 PM,Saturday,Wayne County: Canton Twp.,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,53,Femenino
2015,Marzo,21,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,April,21,3:00 PM - 4:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,27,Femenino
2015,May,21,2:00 PM - 3:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,40,Masculino
2015,May,21,10:00 AM - 11:00 AM,Jueves,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,26,Masculino
2015,May,21,3:00 AM - 4:00 AM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,June,21,11:00 AM - 12:00 noon,Sunday,Wayne County: Canton Twp.,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,45,Sin lesión (O),Conductor de vehículo motorizado,60,Masculino
2015,July,21,2:00 AM - 3:00 AM,Tuesday,Wayne County: Hamtramck,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,23,Masculino
2015,July,21,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,27,Femenino
2015,July,21,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,49,Masculino
2015,August,21,7:00 AM - 8:00 AM,Friday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,41,Femenino
2015,August,21,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Oscuridad iluminada,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,September,21,7:00 PM - 8:00 PM,Monday,Wayne County: Lincoln Park,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,45,Femenino
2015,September,21,3:00 PM - 4:00 PM,Monday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,59,Masculino
2015,September,21,5:00 PM - 6:00 PM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,September,21,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,58,Masculino
2015,September,21,6:00 PM - 7:00 PM,Monday,Wayne County: Detroit,Accidente en intersección,Not hit-and-run,Dusk,No codificado y errores,30,Sin lesión (O),Conductor de vehículo motorizado,29,Masculino
2015,September,21,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Dark unlighted,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,October,21,7:00 PM - 8:00 PM,Wednesday,Wayne County: Romulus,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,50,Lesión grave sospechada (A),Conductor de vehículo motorizado,16,Masculino
2015,October,21,5:00 PM - 6:00 PM,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,No codificado y errores,Lesión posible (C),Conductor de vehículo motorizado,50,Masculino
2015,November,21,11:00 AM - 12:00 noon,Saturday,Wayne County: Plymouth Twp.,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,70,Lesión grave sospechada (A),Conductor de vehículo motorizado,21,Femenino
2015,November,21,11:00 AM - 12:00 noon,Saturday,Wayne County: Plymouth Twp.,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,70,Lesión grave sospechada (A),Conductor de vehículo motorizado,30,Masculino
2015,November,21,4:00 PM - 5:00 PM,Saturday,Wayne County: Wyandotte,Accidente en intersección,Not hit-and-run,Dusk,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,58,Masculino
2015,December,21,2:00 PM - 3:00 PM,Monday,Wayne County: Wyandotte,Accidente en intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión grave sospechada (A),Conductor de vehículo motorizado,63,Femenino
2015,December,21,6:00 PM - 7:00 PM,Monday,Wayne County: Livonia,Accidente en intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,40,Lesión posible (C),Conductor de vehículo motorizado,58,Masculino
2015,December,21,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,30,Lesión menor sospechada (B),Conductor de vehículo motorizado,50,Masculino
2015,December,21,6:00 AM - 7:00 AM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Oscuridad iluminada,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,61,Femenino
2015,December,21,8:00 AM - 9:00 AM,Monday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,December,21,9:00 PM - 10:00 PM,Monday,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,25,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,22,7:00 PM - 8:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Dark unlighted,No codificado y errores,35,Fatal injury (K),Conductor de vehículo motorizado,39,Femenino
2015,January,22,7:00 PM - 8:00 PM,Jueves,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Dark unlighted,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,January,22,10:00 PM - 11:00 PM,Jueves,Wayne County: Detroit,Accidente en intersección,Fuga,Oscuridad iluminada,No codificado y errores,35,Lesión menor sospechada (B),Conductor de vehículo motorizado,DOB invalid,Masculino
2015,Marzo,22,10:00 AM - 11:00 AM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión posible (C),Conductor de vehículo motorizado,62,Masculino
2015,Marzo,22,6:00 PM - 7:00 PM,Sunday,Wayne County: Detroit,Accidente fuera de intersección,Fuga,Dawn,No codificado y errores,25,Sin lesión (O),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,April,22,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,35,Lesión posible (C),Conductor de vehículo motorizado,DOB invalid,No codificado y errores
2015,May,22,12:00 noon - 1:00 PM,Friday,Wayne County: Harper Woods,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,40,Lesión grave sospechada (A),Conductor de vehículo motorizado,87,Femenino
2015,May,22,8:00 PM - 9:00 PM,Friday,Wayne County: Dearborn,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,30,Lesión posible (C),Conductor de vehículo motorizado,22,Femenino
2015,June,22,11:00 AM - 12:00 noon,Monday,Wayne County: Grosse Pointe,Accidente fuera de intersección,Not hit-and-run,Luz del día,No codificado y errores,25,Lesión grave sospechada (A),Conductor de vehículo motorizado,87,Masculino
